longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;1h_ocean;inland;near_bay;near_ocean
-0.488047809;0.277364506;-0.568627451;-0.465537413;-0.321849783;-0.684408195;-0.297155073;-0.660611578;-0.219380539;0;1;0;0
-0.585657371;0.126461211;1;-0.923648202;-0.907821229;-0.961489952;-0.909883243;-0.709879864;-0.390101484;0;0;1;0
0.278884462;-0.732199787;0.294117647;-0.801566712;-0.777777778;-0.88503041;-0.764841309;-0.479565799;-0.162885926;1;0;0;0
-0.268924303;-0.415515409;0.411764706;-0.931227428;-0.90937306;-0.957958463;-0.904949844;-0.620681094;-0.134020066;0;0;0;1
-0.292828685;0.058448459;-0.529411765;-0.851569256;-0.851024209;-0.910367443;-0.839171189;-0.527082385;-0.460616657;0;1;0;0
0.233067729;-0.736450584;0.490196078;-0.792817539;-0.663563004;-0.861711371;-0.663213287;-0.747341416;-0.144329302;0;0;0;1
-0.605577689;0.120085016;-0.019607843;-0.724604507;-0.675977654;-0.746181227;-0.683933564;-0.684004359;-0.030927708;0;0;1;0
-0.537848606;0.024442083;-0.411764706;-0.862912661;-0.751086282;-0.923428347;-0.762539056;-0.452421346;0.453194007;1;0;0;0
0.169322709;-0.623804463;0.176470588;-0.944605524;-0.920856611;-0.950166765;-0.922052294;-0.655163377;-0.350926388;1;0;0;0
0.278884462;-0.74282678;-0.098039216;-0.929904878;-0.895096214;-0.917654643;-0.900345338;-0.486627771;-0.390513854;1;0;0;0
0.410358566;-0.58554729;-0.764705882;-0.880868813;-0.891371819;-0.952745312;-0.897056405;-0.415704611;-0.34226663;0;1;0;0
0.388446215;-0.759829968;-0.37254902;-0.484053105;-0.284605835;-0.732447658;-0.425094557;-0.75967228;-0.515049422;1;0;0;0
0.28685259;-0.672688629;-0.058823529;-0.892517422;-0.848541279;-0.938114857;-0.843446802;-0.628280989;-0.206597086;1;0;0;0
0.278884462;-0.676939426;0.333333333;-0.948115367;-0.943513346;-0.964965386;-0.938825851;-0.525854816;-0.288658603;1;0;0;0
-0.488047809;0.020191286;-0.215686275;-0.900452719;-0.909683426;-0.95022282;-0.901660911;-0.051723425;0.333606872;1;0;0;0
0.448207171;-0.982996812;-0.411764706;-0.735998779;-0.5716946;-0.817371563;-0.565860878;-0.756058537;-0.435462122;0;0;0;1
0.434262948;-0.919234857;-0.411764706;-0.899791444;-0.875543141;-0.922979904;-0.864495971;-0.453579951;-0.367833535;1;0;0;0
0.28685259;-0.751328374;-0.411764706;-0.919171881;-0.930477964;-0.948260882;-0.921723401;-0.207555758;0.03628851;1;0;0;0
-0.264940239;-0.455897981;-0.294117647;-0.919578819;-0.878646803;-0.960705177;-0.911856603;-0.778720294;0.044535899;1;0;0;0
-0.750996016;0.404888417;0.215686275;-0.941960425;-0.93575419;-0.974719022;-0.938496958;-0.540227031;-0.583090379;1;0;0;0
-0.633466135;0.132837407;-0.215686275;-0.801515845;-0.696151459;-0.890916225;-0.698075974;-0.674197597;0.003711325;0;0;1;0
-0.093625498;-0.107332625;-0.058823529;-0.912762602;-0.832091868;-0.924885787;-0.845420161;-0.958745397;-0.848243925;0;1;0;0
0.203187251;-0.698193411;0.803921569;-0.898112824;-0.878646803;-0.936601362;-0.863838185;-0.556640598;-0.483296976;1;0;0;0
0.125498008;-0.625929862;-0.137254902;-0.856096444;-0.874301676;-0.928193055;-0.871073837;-0.222300382;-0.055257504;1;0;0;0
-0.344621514;0.353878852;-0.333333333;-0.6694135;-0.560831782;-0.834580566;-0.548758428;-0.718983186;-0.472163001;0;1;0;0
-0.569721116;0.530286929;0.490196078;-0.787527341;-0.747672253;-0.881835253;-0.734254235;-0.744720762;-0.791336943;0;1;0;0
0.215139442;-0.65781084;-0.254901961;-0.798667277;-0.681564246;-0.903248409;-0.678671271;-0.649080702;-0.262679329;1;0;0;0
-0.40438247;0.283740701;-0.058823529;-0.837529885;-0.874301676;-0.945346002;-0.862522611;0.099295182;0.35669956;0;1;0;0
0.179282869;-0.698193411;0.450980392;-0.943944249;-0.93327126;-0.976905182;-0.94671929;-0.213997048;0.678347718;1;0;0;0
0.420318725;-0.936238045;-0.294117647;-0.863217865;-0.892613284;-0.935480254;-0.879953955;0.041516669;0.437523969;0;0;0;1
0.1812749;-0.65781084;-0.333333333;-0.904471235;-0.869956549;-0.961994451;-0.890807433;-0.472903822;0.47340011;1;0;0;0
0.260956175;-0.710945802;0.37254902;-0.877155501;-0.869646182;-0.928641498;-0.860220358;-0.302051006;-0.215669214;1;0;0;0
-0.426294821;0.281615303;0.490196078;-0.930922224;-0.886095593;-0.967151546;-0.889162967;-0.769768693;-0.443297141;0;1;0;0
-0.643426295;0.162592986;-0.215686275;-0.891042271;-0.876163873;-0.953081645;-0.86942937;-0.434476766;-0.074226498;0;0;1;0
0.268924303;-0.740701382;0.058823529;-0.836563406;-0.797951583;-0.884357745;-0.791152771;-0.51455842;-0.24783403;1;0;0;0
-0.330677291;0.088204038;0.137254902;-0.912711735;-0.877715705;-0.948933546;-0.868771584;-0.802333761;-0.620615997;0;1;0;0
-0.61752988;0.100956429;0.843137255;-0.934533801;-0.913407821;-0.956332857;-0.923038974;-0.562488793;0.009484497;0;0;1;0
-0.454183267;0.40063762;0.254901961;-0.869932347;-0.833022967;-0.911432495;-0.834566683;-0.86582254;-0.843295492;0;1;0;0
0.113545817;-0.634431456;-0.019607843;-0.901978737;-0.90937306;-0.940357073;-0.895083046;-0.32360933;-0.145978779;1;0;0;0
0.231075697;-0.672688629;0.490196078;-0.96006918;-0.944134078;-0.959191681;-0.941456997;-0.623729328;-0.408245739;1;0;0;0
-0.519920319;0.001062699;-0.411764706;-0.799582888;-0.767846058;-0.893999271;-0.75793455;-0.339388422;0.310514183;1;0;0;0
-0.619521912;0.098831031;1;-0.862200519;-0.816883923;-0.896577819;-0.827988818;-0.523206576;-0.024742166;0;0;1;0
0.326693227;-0.687566419;0.137254902;-0.867948522;-0.822470515;-0.878527986;-0.829962177;-0.751713769;-0.667626113;0;1;0;0
-0.153386454;0.415515409;-0.254901961;-0.913474744;-0.909062694;-0.977241515;-0.943101464;-0.643163543;-0.249895877;0;1;0;0
0.217131474;-0.736450584;-0.098039216;-0.970903912;-0.946617008;-0.956220746;-0.947048183;-0.758610226;-0.433812644;0;0;0;1
0.274900398;-0.723698193;0.215686275;-0.930006613;-0.84761018;-0.932789596;-0.852984706;-0.599605523;-0.304328642;1;0;0;0
0.185258964;-0.659936238;0.725490196;-0.978890076;-0.972687772;-0.98968581;-0.971386285;-0.360312272;0.425565255;1;0;0;0
0.19123506;-0.723698193;0.019607843;-0.835037387;-0.812538796;-0.912049105;-0.817464233;-0.327264452;0.501028862;1;0;0;0
0.193227092;-0.668437832;0.411764706;-0.639096597;-0.37647424;-0.836878836;-0.362604835;-0.672404519;0.175257009;1;0;0;0
-0.623505976;0.11370882;1;-0.866219035;-0.832091868;-0.923708624;-0.821410952;-0.591647012;0.759584497;0;0;1;0
-0.689243028;0.249734325;-0.68627451;-0.747443919;-0.725636251;-0.855489223;-0.699391547;-0.374063806;-0.296493623;1;0;0;0
-0.555776892;-0.018065887;0.215686275;-0.91861234;-0.901924271;-0.958014518;-0.909883243;-0.356353705;-0.29855547;0;0;0;1
-0.38247012;0.188097768;-0.058823529;-0.933719925;-0.916511484;-0.955940469;-0.923038974;-0.613881188;-0.686182737;0;1;0;0
0.209163347;-0.702444208;0.450980392;-0.967699273;-0.936995655;-0.962106561;-0.947048183;-0.852208935;-0.691955909;1;0;0;0
0.256972112;-0.717321998;-0.333333333;-0.764789664;-0.745189323;-0.843549427;-0.749383325;-0.283899532;0.07257702;1;0;0;0
-0.589641434;0.139213603;1;-0.918510606;-0.918684047;-0.966871269;-0.906265417;-0.332685066;0.055257504;0;0;1;0
-0.559760956;0.098831031;-0.333333333;-0.801464978;-0.68777157;-0.87701449;-0.656964315;-0.559550903;-0.374019076;0;0;1;0
0.312749004;-0.725823592;-0.450980392;-0.843125286;-0.858472998;-0.929426273;-0.856931426;-0.180480269;0.178143595;1;0;0;0
0.298804781;-0.72794899;-0.137254902;-0.944147719;-0.91185599;-0.947476106;-0.912514389;-0.559261252;-0.443297141;1;0;0;0
0.426294821;-0.753453773;-0.098039216;-0.705936212;-0.610490379;-0.888617955;-0.621772735;-0.806692321;-0.717522814;1;0;0;0
-0.059760956;-0.60042508;0.607843137;-0.910320973;-0.918684047;-0.957958463;-0.914816642;0.11183294;1;1;0;0;0
-0.416334661;0.268862912;-0.215686275;-0.834833918;-0.793606456;-0.853807562;-0.782272653;-0.80105102;-0.699790929;0;1;0;0
0.249003984;-0.734325186;0.294117647;-0.855638639;-0.877715705;-0.93699375;-0.870087157;-0.01870319;0.489482518;1;0;0;0
-0.472111554;-0.162592986;-0.294117647;-0.890737067;-0.851644941;-0.941197904;-0.859562572;-0.585660887;0.127422155;1;0;0;0
0.438247012;-0.906482465;-0.843137255;-0.884327789;-0.903786468;-0.935256033;-0.896069725;-0.181776803;0.059381198;1;0;0;0
0.324701195;-0.776833156;-0.607843137;-0.591179612;-0.467411546;-0.807057373;-0.48363756;-0.494089737;-0.274638043;1;0;0;0
-0.537848606;0.060573858;-0.333333333;-0.911287451;-0.864680323;-0.929089941;-0.867456011;-0.619853519;-0.30597812;0;0;1;0
0.328685259;-0.345377258;0.137254902;-0.847805077;-0.770328988;-0.917150144;-0.809241901;-0.772982442;-0.845769708;0;1;0;0
-0.021912351;-0.162592986;0.019607843;-0.921460908;-0.87150838;-0.904649794;-0.87041605;-0.907187487;-0.889893238;0;1;0;0
0.282868526;-0.772582359;0.450980392;-0.937433237;-0.945065177;-0.977185459;-0.944088143;0.458614364;1;1;0;0;0
0.197211155;-0.725823592;0.333333333;-0.907625006;-0.890751086;-0.952352925;-0.894754152;-0.255555096;0.385153051;1;0;0;0
-0.071713147;-0.107332625;-0.37254902;-0.876087288;-0.814711359;-0.912553603;-0.823384312;-0.855864057;-0.804120395;0;1;0;0
0.215139442;-0.713071201;0.37254902;-0.979449616;-0.978274364;-0.985145324;-0.975004111;-0.531027158;-0.584327487;1;0;0;0
-0.001992032;-0.215727949;-0.568627451;-0.747545653;-0.729671012;-0.877350823;-0.735898701;-0.577771341;-0.689894062;0;1;0;0
0.440239044;-0.991498406;0.294117647;-0.898214558;-0.855679702;-0.931444267;-0.854629173;-0.646708321;-0.498142276;0;0;0;1
-0.61752988;0.083953241;0.294117647;-0.572816522;-0.437926754;-0.770285042;-0.435619142;-0.502986166;0.179380704;0;0;0;1
0.438247012;-0.961742827;0.215686275;-0.888346304;-0.806952204;-0.900165363;-0.803321822;-0.806747493;-0.565770863;0;0;0;1
-0.091633466;-0.08607864;-0.176470588;-0.922325652;-0.883923029;-0.913674711;-0.87041605;-0.821699011;-0.848656294;0;1;0;0
0.247011952;-0.664187035;0.450980392;-0.865913831;-0.866232154;-0.928193055;-0.857918106;-0.316740459;0.351338757;1;0;0;0
0.075697211;-0.421891605;-0.098039216;-0.931888702;-0.933891993;-0.962779226;-0.939812531;-0.517234245;-0.672162177;0;1;0;0
0.294820717;-0.659936238;0.333333333;-0.852637469;-0.867163253;-0.930042882;-0.859233679;-0.226907215;0.163710665;0;1;0;0
-0.549800797;0.164718385;0.411764706;-0.91149092;-0.895096214;-0.936937694;-0.886860714;-0.533454711;-0.592987245;0;0;1;0
0.101593625;-0.434643996;0.294117647;-0.888956712;-0.854748603;-0.893102385;-0.850682454;-0.77742376;-0.825563606;0;1;0;0
0.358565737;-0.715196599;-0.176470588;-0.854875629;-0.793296089;-0.862664312;-0.79509949;-0.637067075;-0.686595107;0;1;0;0
0.145418327;-0.655685441;0.411764706;-0.825067399;-0.819056487;-0.92824911;-0.821410952;-0.494393181;0.229277405;1;0;0;0
0.233067729;-0.708820404;0.568627451;-0.908235414;-0.873680944;-0.935928698;-0.877322809;-0.660087447;-0.39298807;1;0;0;0
-0.043824701;-0.134962806;-0.490196078;-0.847296404;-0.754189944;-0.802012388;-0.758592337;-0.85019517;-0.827213084;0;1;0;0
0.402390438;-0.653560043;-0.058823529;-0.857927667;-0.815332092;-0.907676785;-0.81318862;-0.65408753;-0.702677515;0;1;0;0
0.029880478;-0.65781084;-0.176470588;-0.757515642;-0.576350093;-0.689957678;-0.566847558;-0.73561744;-0.270101979;0;0;0;1
-0.221115538;-0.487778959;0.450980392;-0.847296404;-0.753879578;-0.854368116;-0.754645617;-0.755258548;-0.623090214;1;0;0;0
0.233067729;-0.721572795;0.37254902;-0.864387812;-0.853507138;-0.926455338;-0.843117908;-0.507386105;-0.172782793;1;0;0;0
0.258964143;-0.668437832;0.450980392;-0.883056107;-0.871198014;-0.939684408;-0.86942937;-0.458807465;-0.098556295;0;1;0;0
0.185258964;-0.681190223;0.607843137;-0.934075996;-0.946306642;-0.976624905;-0.937839171;0.703204094;1;1;0;0;0
0.416334661;-0.681190223;-0.843137255;-0.9098123;-0.927684668;-0.959471958;-0.927314586;0.031447842;-0.13855613;0;1;0;0
-0.5;0.030818278;0.176470588;-0.71911084;-0.71663563;-0.840522436;-0.711231705;-0.302175142;-0.113813964;1;0;0;0
0.260956175;-0.725823592;-0.019607843;-0.816165624;-0.723463687;-0.873651167;-0.730307515;-0.634515386;-0.164535404;1;0;0;0
-0.314741036;0.368756642;-0.529411765;-0.608983163;-0.561142148;-0.817203397;-0.606314751;-0.565095654;-0.456492963;0;1;0;0
0.274900398;-0.74282678;-0.098039216;-0.896993743;-0.889199255;-0.921410353;-0.888176287;-0.359774348;-0.107628422;1;0;0;0
0.195219124;-0.717321998;0.058823529;-0.882140495;-0.820608318;-0.923428347;-0.814833087;-0.570074896;-0.002061847;1;0;0;0
-0.579681275;0.115834219;1;-0.965817183;-0.944444444;-0.963900334;-0.945074823;-0.603439953;-0.583090379;0;0;1;0
0.400398406;-0.866099894;-0.333333333;-0.891093138;-0.907510863;-0.953754309;-0.907252097;-0.484365733;-0.076288345;0;0;0;1
-0.521912351;0.009564293;0.137254902;-0.810163284;-0.747982619;-0.897362594;-0.729320835;-0.593026303;0.010309236;1;0;0;0
0.06374502;-0.409139214;-0.137254902;-0.752378046;-0.700806952;-0.847865691;-0.695115935;-0.710886746;-0.773192688;0;1;0;0
0.581673307;-0.744952179;-0.058823529;-0.874205199;-0.85257604;-0.949157768;-0.873047196;-0.604970966;-0.365771688;0;1;0;0
-0.619521912;0.166843783;-0.529411765;-0.782186276;-0.676908752;-0.879873315;-0.692155895;-0.49945518;-0.322885266;0;0;1;0
0.416334661;-0.664187035;0.098039216;-0.865099954;-0.793296089;-0.898035259;-0.805295182;-0.771534186;-0.763708191;0;1;0;0
0.165338645;-0.681190223;1;-0.886515082;-0.901924271;-0.957061577;-0.909225456;0.087433277;1;1;0;0;0
0.22310757;-0.668437832;0.37254902;-0.89836716;-0.834885164;-0.930995824;-0.824370992;-0.552585482;-0.06515437;1;0;0;0
-0.077689243;-0.109458023;-0.68627451;-0.902741747;-0.847920546;-0.937610359;-0.860878145;-0.866939766;-0.790099835;0;1;0;0
-0.494023904;-0.003188098;-0.411764706;-0.914949896;-0.913097455;-0.952521091;-0.916790002;-0.335760886;-0.017319516;1;0;0;0
-0.143426295;-0.058448459;-0.254901961;-0.896892009;-0.867783985;-0.945065725;-0.86844269;-0.814554282;-0.867625288;0;1;0;0
0.151394422;-0.653560043;0.176470588;-0.900910524;-0.881440099;-0.951399983;-0.882913994;-0.629301665;1;1;0;0;0
0.398406375;-0.676939426;0.843137255;-0.96286688;-0.954065798;-0.97292525;-0.954612728;-0.714845312;-0.780615338;0;1;0;0
-0.573705179;0.047821467;0.647058824;-0.962816013;-0.950031037;-0.972308641;-0.94277257;-0.617812168;-0.009072128;0;0;0;1
0.43625498;-0.965993624;0.68627451;-0.96663106;-0.932650528;-0.951456039;-0.930603519;-0.802223418;-0.693193018;0;0;0;1
-0.565737052;0.105207226;0.568627451;-0.9180528;-0.862197393;-0.917150144;-0.864167078;-0.737534655;-0.658966355;0;0;1;0
-0.362549801;0.638682253;-0.490196078;-0.737830002;-0.727188082;-0.96563805;-0.907909883;-0.607412312;-0.463090874;0;1;0;0
0.27689243;-0.721572795;-0.019607843;-0.904064296;-0.867163253;-0.913282323;-0.849695774;-0.608364023;-0.366596426;1;0;0;0
0.24501992;-0.70031881;0.294117647;-0.815199145;-0.757914339;-0.87847193;-0.763525736;-0.554364767;-0.249895877;1;0;0;0
0.492031873;-0.944739639;-0.294117647;-0.911236584;-0.909993793;-0.952633202;-0.904949844;-0.396546255;-0.289895712;1;0;0;0
0.352589641;-0.715196599;0.529411765;-0.939264459;-0.909062694;-0.941197904;-0.915474429;-0.783685742;-0.595873831;0;1;0;0
-0.535856574;0.064824655;0.254901961;-0.932702579;-0.915270019;-0.949213823;-0.912514389;-0.438793948;-0.331132655;0;0;1;0
0.300796813;-0.679064825;-0.215686275;-0.7950557;-0.713842334;-0.856778497;-0.726031903;-0.632529206;-0.578141946;1;0;0;0
0.414342629;-0.891604676;-0.411764706;-0.857978534;-0.85257604;-0.92241935;-0.854958066;-0.471910732;-0.18185492;0;0;0;1
0.209163347;-0.52816153;-0.294117647;-0.825626939;-0.813780261;-0.898315536;-0.812530834;-0.408615054;-0.387214898;0;1;0;0
0.075697211;-0.390010627;-0.215686275;-0.796683453;-0.774674115;-0.894279548;-0.774050321;-0.534475387;-0.651543705;0;1;0;0
0.239043825;-0.70031881;0.411764706;-0.913169541;-0.896958411;-0.956557078;-0.887189607;-0.530530613;0.284947279;1;0;0;0
0.270916335;-0.751328374;-0.058823529;-0.833613103;-0.851955307;-0.907957062;-0.836868936;-0.266272189;0.117937658;1;0;0;0
0.219123506;-0.704569607;0.333333333;-0.941655222;-0.91433892;-0.949213823;-0.929945733;-0.828802361;-0.663090049;1;0;0;0
0.330677291;-0.808714134;-0.058823529;-0.847805077;-0.839230292;-0.949550156;-0.865482651;-0.14686694;1;1;0;0;0
0.229083665;-0.72794899;1;-0.866931177;-0.853817505;-0.94730794;-0.855615853;-0.546268327;-0.01443293;0;0;0;1
0.001992032;-0.194473964;-0.254901961;-0.903657358;-0.917752948;-0.962386838;-0.909225456;0.17759755;-0.075875976;0;1;0;0
-0.543824701;0.020191286;-0.254901961;-0.825372603;-0.816263191;-0.927688556;-0.818450913;-0.136853285;0.799584332;1;0;0;0
0.205179283;-0.693942614;0.68627451;-0.936924564;-0.916511484;-0.954707251;-0.910212136;-0.663783948;-0.669275591;1;0;0;0
0.440239044;-0.910733262;-0.450980392;-0.854163487;-0.874612042;-0.914627652;-0.868113797;-0.238962221;-0.079174931;1;0;0;0
0.412350598;-0.938363443;-0.098039216;-0.915509436;-0.938547486;-0.967768155;-0.938825851;0.41683563;1;0;0;0;1
0.258964143;-0.734325186;-0.019607843;-0.729436899;-0.724394786;-0.835813784;-0.70564052;-0.256355085;-0.082061517;1;0;0;0
-0.326693227;0.353878852;-0.764705882;-0.779286841;-0.778088144;-0.889290619;-0.77602368;-0.402601343;-0.351751127;0;1;0;0
-0.619521912;0.109458023;1;-0.892771758;-0.859404097;-0.954426974;-0.856273639;-0.529937518;0.463915613;0;0;1;0
0.288844622;-0.736450584;-0.019607843;-0.840327585;-0.792364991;-0.912049105;-0.762210163;-0.607274382;-0.082886256;1;0;0;0
-0.633466135;0.109458023;0.529411765;-0.882089628;-0.825884544;-0.916141147;-0.828975497;-0.616653563;0.013608191;0;0;0;1
0.28685259;-0.744952179;0.215686275;-0.966529325;-0.955307263;-0.946411054;-0.963163953;-0.551716528;-0.406183892;1;0;0;0
-0.593625498;0.147715197;0.450980392;-0.889617987;-0.875232775;-0.947195829;-0.874033876;-0.462641895;-0.261029851;0;0;1;0
-0.073705179;-0.196599362;0.529411765;-0.94018007;-0.924581006;-0.967319712;-0.938825851;-0.70375581;-0.882470588;0;1;0;0
0.241035857;-0.689691817;0.176470588;-0.833206165;-0.7619491;-0.866476078;-0.759250123;-0.692293899;-0.345153216;1;0;0;0
0.370517928;-0.674814028;-0.098039216;-0.948369703;-0.929857232;-0.968328709;-0.938825851;-0.848650363;-0.597935679;0;1;0;0
0.183266932;-0.68544102;0.019607843;-0.886972888;-0.808504035;-0.910815886;-0.794770597;-0.64367388;0.239174271;1;0;0;0
-0.581673307;0.166843783;-0.450980392;-0.83030673;-0.835195531;-0.897362594;-0.829304391;-0.29250631;-0.247009291;0;0;1;0
-0.241035857;0.175345377;0.411764706;-0.962663411;-0.954376164;-0.981165391;-0.954283835;-0.753437884;-0.732368114;0;1;0;0
0.270916335;-0.723698193;0.294117647;-0.955643726;-0.952824333;-0.969393761;-0.950008222;-0.397691066;-0.29154519;1;0;0;0
0.282868526;-0.715196599;0.294117647;-0.905946386;-0.909993793;-0.956220746;-0.904949844;-0.347084868;-0.090308906;1;0;0;0
0.233067729;-0.538788523;0.019607843;-0.69454194;-0.690564867;-0.84993974;-0.710245025;-0.493524227;-0.578554315;0;1;0;0
0.203187251;-0.64293305;0.019607843;-0.607711481;-0.648975791;-0.820846997;-0.638546292;-0.086040193;0.778141121;1;0;0;0
-0.62749004;0.22848034;0.176470588;-0.913576479;-0.887647424;-0.962050506;-0.893767472;-0.636198121;-0.26968961;1;0;0;0
0.450199203;-0.874601488;-0.37254902;-0.653339437;-0.493792675;-0.746461504;-0.515540207;-0.708238507;-0.503915448;1;0;0;0
0.282868526;-0.664187035;0.254901961;-0.929345338;-0.9044072;-0.941982679;-0.902318698;-0.490420822;-0.445358988;1;0;0;0
-0.543824701;0.062699256;-0.254901961;-0.670329111;-0.66883923;-0.802516887;-0.651702023;-0.367746652;-0.038350357;0;0;1;0
-0.262948207;0.249734325;-0.137254902;-0.921867847;-0.905648665;-0.959247737;-0.912514389;-0.709259183;-0.580616162;0;1;0;0
0.215139442;-0.662061637;-0.176470588;-0.881072282;-0.760397269;-0.875388884;-0.752343365;-0.718376298;-0.164947773;1;0;0;0
0.211155378;-0.674814028;0.607843137;-0.940332672;-0.867473619;-0.910871941;-0.866469331;-0.745672473;-0.18226729;1;0;0;0
-0.581673307;0.124335813;1;-0.786967801;-0.65735568;-0.900053253;-0.659266568;-0.642791134;-0.096494447;0;0;1;0
-0.579681275;0.681190223;0.019607843;-0.908337148;-0.900682806;-0.956332857;-0.901660911;-0.572709342;-0.729481528;0;1;0;0
0.25498008;-0.655685441;0.568627451;-0.831222341;-0.779019243;-0.930883713;-0.783588226;-0.576626529;0.08700995;0;1;0;0
0.225099602;-0.730074389;0.803921569;-0.880716211;-0.864680323;-0.931836655;-0.862193718;-0.336602254;-0.19628785;0;0;0;1
0.177290837;-0.62805526;0.333333333;-0.867541584;-0.86157666;-0.913002046;-0.867456011;-0.422559689;-0.262679329;1;0;0;0
